Nom,Prix,Prix réduit,Site web,Catégorie,Date de collecte,Promotions,Lien
"Clavier de Jeu QWERTY USB Rgb Led R260 pour PC Gamer, Bureau - Noir",99.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
GameYes Clavier Gamer Clavier Gaming RGB Retro-Eclairé ( AZERTY ),115.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
Canon Cartouches d'encre PG-445 Noir + CL-446 Tri-Color - Produits Authentiques,469.00 Dhs,,Jumia.ma,Non spécifiée,2025-02-05 10:09:55,Aucune,
"Logitech F310 Manette de Jeu Filaire, Configuration Type Console, Croix Directionnelle 4 Switchs, Prise en Main Confortable, Câble 1,8m, PC - Bleu/Gris",199.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
Lettreant de clavier arabe pour PC et ordinateur portable Noir,9.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:09:55,Aucune,
"Adaptateur Multiport Type C 6 IN 1-HDMI 4K,Port USB 3.0,SD/TF, PD..Compatible avec MacBook",219.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:09:55,Aucune,
"Recharge Poudre Laser Compatible Pour HP (1kg/1,000g) la liste des marque sur la Description",260.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:09:55,Aucune,
"Jedel Casque Gamer RGB, Mic, Headset Gaming Anti Bruit GH200 - Telephone PS4 PC XBOX",135.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
Epson EcoTank L3250  WiFi à réservoirs rechargeables (impression/copie/scan),"1,799.00 Dhs",,Jumia.ma,Inkjet Printers,2025-02-05 10:09:55,Aucune,
Adaptateur USB 3.0 De Type-C,30.60 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:09:55,Aucune,
Mini Clavier sans Fil 2.4GHz pavé numérique 18 Touches Compatible PC et Mac,95.00 Dhs,,Jumia.ma,Keyboards,2025-02-05 10:09:55,Aucune,
Jedel K590 LED RGB Backlight Wired Gaming Keyboard AZERTY,89.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
"Casque Bluetooth V5.0 sans fil, 400 mAh 12 heures de Musique et sport",82.10 Dhs,,Jumia.ma,Computer Headsets,2025-02-05 10:09:55,Aucune,
Tapis de souris fluide et souple Noir Antidérapant carbon,21.50 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:09:55,Aucune,
Hp Pack cartouche d'origine 305 Noir + 305 Couleur,356.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:09:55,Aucune,
Casque Bluetooth Sans Fil écouteur anti bruit STN-01,82.21 Dhs,,Jumia.ma,Computer Headsets,2025-02-05 10:09:55,Aucune,
Casque Filaire USB Avec Micro Pour Centre D'appels De Bureau sans bruit,189.00 Dhs,,Jumia.ma,Computer Headsets,2025-02-05 10:09:55,Aucune,
"Mini souris optique filaire, USB, haute qualité, pour pc bureau et pc portable/",19.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:55,Aucune,
"Seagate Disque Dur HDD 3.5"" SATA 2TB pour PC Bureau / DVR ...",480.00 Dhs,,Jumia.ma,Internal Hard Drives,2025-02-05 10:09:55,Aucune,
Câble iphone type-c  De Chargement De Données type-c pour iPhone 6 6S 7 8 Plus X XR XS 11 Pro Max 5 S 5C 5 SE iPad mini 2 3 Rapide Câbles de Chargeur type-c,34.00 Dhs,,Jumia.ma,USB Cables,2025-02-05 10:09:55,Aucune,
General Office Tapis De Souris  Repose-Poignet,38.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:09:58,Aucune,
"Chargeur 12 V 3V 4.5V 6V 7.5V 9V, Adaptateur universel AC DC 3.0 A, 6 prises",69.00 Dhs,,Jumia.ma,Chargers & Adapters,2025-02-05 10:09:58,Aucune,
Jedel Souris Optique à 3 Boutons -Sans fil 2.4Mhz 1000 dpi haute résolution -Bluetooth,56.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:09:58,Aucune,
Cartable PC Antivol Qualité Supérieure,139.99 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:09:58,Aucune,
"Apple MacBook Air 13 2015 - 13.3"" - Intel Core i5 - 4GB RAM + 128GB SSD - Windows - Remis à neuf","2,999.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:09:58,Aucune,
Sacoche ordinateur Case Cover sac Pour PC portable 14 pouces pochet,89.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:09:58,Aucune,
Handboss Bouteille 650ml Nettoyage Mousse universelle Agent spray PC Surface Cleaner,48.00 Dhs,,Jumia.ma,Compressed Air Dusters,2025-02-05 10:09:58,Aucune,
TP-Link TL-WN722N Adaptateur USB Wi-Fi à Gain Elevé 150 Mbps Antenne 4dBi,145.00 Dhs,,Jumia.ma,Network Adapters,2025-02-05 10:09:58,Aucune,
SH Souris de jeu gamer PRO RGB Capteur Optique 1200 à 3200 DPI LED 6 boutons,79.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
"Dml Casque Gamer Gaming, Jack + USB, RGB Lumiere LED - Pour PC, PS3, PS4, XBOX - Haute Qualité",139.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
"Casque Pro Gaming RGB filaire jack 3.5mm + USB stéréo basse LED avec Micro PC, PS4, PS5, XBOX",130.00 Dhs,,Jumia.ma,Computer Headsets,2025-02-05 10:09:58,Aucune,
"Support Adaptateur USB C 8 en 1 Type C 3.1 à 4K, HDMI avec RJ45 Hub",179.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:09:58,Aucune,
Razer Tapis de souris 4XL haute qualité pour PC et bureau goliathus +Sticker cadeau,75.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:09:58,Aucune,
AZATECH USB Wifi  Adaptateur 2.4 GHz 150 Mbps USB 2.0 Wifi d'ongle avec Antenne,69.00 Dhs,,Jumia.ma,Network Adapters,2025-02-05 10:09:58,Aucune,
XIAOMI Souris sans fil 1000 DPI 2.4GHz Wireless Mouse Lite,94.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:09:58,Aucune,
"Câble téléphonique RJ11 - Cordon Téléphone Fix ADSL 1,5M 3M 5M 10M 15M metres",29.00 Dhs - 129.00 Dhs,,Jumia.ma,Ethernet Cables,2025-02-05 10:09:58,Aucune,
Hp PC GAMER i5 6éme Gén - 16GB RAM - 256GB SSD / 500GB HDD - NVIDIA GT 710 2GB - Windows 10 - remis à neuf,"2,480.00 Dhs",,Jumia.ma,Desktops,2025-02-05 10:09:58,Aucune,
"Toshiba Disque Dur externe 1 TB USB 2.5"" Fast Speed pour Pc",380.00 Dhs,,Jumia.ma,External Hard Drives,2025-02-05 10:09:58,Aucune,
"Logitech M240 Souris Bluetooth, Sans fil, Compacte, Portable, Suivi fluide, Batterie 18 mois, Windows, macOS, ChromeOS, Convient à PC, Mac, Ordinateur portable, Tablettes- Blanc",179.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:09:58,Aucune,
"Cartable Sac à Dos pour PC Portable Ordinateur, Multi Poches,USB Telephone -Noir",149.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:09:58,Aucune,
"Arduino Kit de démarrage RFID pour Arduino UNO R3 Version mise à niveau Kit d'apprentissage, Atelier FabLab",489.00 Dhs,,Jumia.ma,Non spécifiée,2025-02-05 10:09:58,Aucune,
"Hub USB type C, Adaptateur à 4 Ports USB 3.0 à Haute Vitesse et USB 2.0",69.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:09:58,Aucune,
Hp DeskTop - Core I5-4590 ( 3.3 Ghz ) 16GB Ram + 256GB SSD + 500GB HDD Remis à neuf,"1,299.00 Dhs",,Jumia.ma,Desktops,2025-02-05 10:09:58,Aucune,
Casque Gaming 7.1 USB Micro Premium Anti Bruit Audio Stéréo Basse LED PC X-BOX,129.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
85A / Canon 725 - Toner générique équivalent au modèle HP CE285A / Canon 725 noir,99.00 Dhs,,Jumia.ma,Laser Printer Drums & Toner,2025-02-05 10:09:58,Aucune,
Câble Réseau Ethernet RJ45  CAT6 LAN,25.00 Dhs - 150.00 Dhs,,Jumia.ma,Ethernet Cables,2025-02-05 10:09:58,Aucune,
Hp EliteBook 840 14Pouce G3 Core i5 6eme Grd 8Go DDR4-256 M.2 SSD Remis a Neuf,"2,699.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:09:58,Aucune,
Table Laptop Ajustable T8 Avec Ventilation Refroidissement 360° +support souris,169.99 Dhs,,Jumia.ma,Lapdesks,2025-02-05 10:09:58,Aucune,
Sac à Dos Anti-Vol pour Ordinateur Portable Voyage Collège Port de Charge USB,299.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:09:58,Aucune,
Adapter 8 in 1 USB C Hub Multi-Port Type C Adapter with 4K HDMI USB 3.0 Port,197.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:09:58,Aucune,
X LEADER Clavier d'ordinateur Azerty Français-Arabe - Clavier USB - Clavier de bureau,49.90 Dhs,,Jumia.ma,Keyboards,2025-02-05 10:09:58,Aucune,
"DELL PC Portable Latitude E6520 - 15.6"" - Intel Core i5 - 4GB RAM + 250GB HDD - Windows + Souris et Cartable Gratuit - AZERTY - Remis à neuf","1,599.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:09:58,Aucune,
"Azami Tech Souris sans fil,rechargeable et silencieuse,Bluetooth éclairage LED RGB+Stickers Gratuit",89.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:09:58,Aucune,
HDMI adaptateurs-DisplayPort-to-HDMI,49.00 Dhs,,Jumia.ma,DVI-HDMI Adapters,2025-02-05 10:09:58,Aucune,
Imice A9 Souris Filaire Gaming USB De Jeu Ordinateur De Bureau Et Portable RGB LIGHT,65.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
Adaptateur VGA Male vers HDMI Output 1080P HD+ Audio,65.00 Dhs,,Jumia.ma,HDMI-to-VGA Adapters,2025-02-05 10:09:58,Aucune,
WDLINK Imprimante thermique Ticket 80mm Original,699.99 Dhs,,Jumia.ma,Label Printers,2025-02-05 10:09:58,Aucune,
Wacom Intuos Tablette Graphique - Petite (CTL-4100K-S),840.00 Dhs,,Jumia.ma,Graphics Tablets,2025-02-05 10:09:58,Aucune,
Jedel Pack Combo Gaming Clavier + Souris USB Filaire RGB Backlighting effect,129.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
GameYes Clavier Gamer USB Clavier Gaming RGB Retro-Eclairé ( AZERTY ),117.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:09:58,Aucune,
Sac à dos d'affaires USB multifonctionnel étanche voyage sac à dos pour pc,289.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:02,Aucune,
"Support PC Portable Réglable en Aluminium, Rehausseur d'ordinateur Notebook Macbook",246.00 Dhs,,Jumia.ma,Mounts,2025-02-05 10:10:02,Aucune,
Tapis de souris XXL pour le bureau mousepad+Stickers Gratuit,69.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:02,Aucune,
4 Bouteilles d'encre compatible avec les imprimantes a reservoire PIXMA G1400/G1410/G1411/G2410/G2400/G2411/G3400/G3410/G3411/G4400/G4411,145.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:02,Aucune,
manette pc filaire usb pour bureau PC gaming - Fonction vibration Gamepad Warrior Manette,58.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
Canon Pack Cartouches 445 Noir + 446 Couleur,529.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:02,Aucune,
Hub USB HUB 3.0,42.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:10:02,Aucune,
4k USB Adaptateur HDMI Type-C- adaptateur 4k,79.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:10:02,Aucune,
Laptop stand Support ordinateur portable en alliage d'aluminium réglable et pliable,78.00 Dhs,,Jumia.ma,Mounts,2025-02-05 10:10:02,Aucune,
Jedel la nouvelle haute qualité  originale Jedel Souris Gamer Sans fil,65.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:10:02,Aucune,
"Xtrike Casque gamer a son surround 7.1 RGB 50 MM en Metal haute performance PC PS4/PS5, XBOX",339.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
TP-Link Point d'accès Wi-Fi - 300 Mbps Multi-Mode TL-WR844N,195.00 Dhs,,Jumia.ma,Wireless Access Points,2025-02-05 10:10:02,Aucune,
"Sandisk X300s SD7SB3Q SSD 128Go (2,5"") SATA III 6Gbps",220.00 Dhs,,Jumia.ma,Internal Hard Drives,2025-02-05 10:10:02,Aucune,
Manette De Jeu Filaire USB pour PC - Manette USB pour PC NOIR,58.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
"Hdmi Câble Splitter 3 en 1 entré HDMI 3 sortie  4K HDTV Switch Adapter, Séparateur HDMI Splitter",78.00 Dhs,,Jumia.ma,DVI-HDMI Adapters,2025-02-05 10:10:02,Aucune,
Chargeur Pour MacBook Pro 60 W,249.00 Dhs,,Jumia.ma,Chargers & Adapters,2025-02-05 10:10:02,Aucune,
"Adaptateur USB vers RJ45 , Adapter USB to RJ45",54.00 Dhs,,Jumia.ma,Network Adapters,2025-02-05 10:10:02,Aucune,
XIAOMI Original WIFI Repetiteur Point d'acces Global Version 300Mbps 2.4GHz contrôle d'application Intelligent 4 antennes Wifi Repeater,199.00 Dhs,,Jumia.ma,Routers,2025-02-05 10:10:02,Aucune,
Pvc (Pack de 230) carte PVC Vierge carte jawaz passe sanitaire Carte d'identité Carte de crédit pour imprimante Epson l805 (Pack de 230),249.00 Dhs,,Jumia.ma,Inkjet Printers,2025-02-05 10:10:02,Aucune,
"Fujitsu Siemens Esprimo Q920 Micro Tiny - Core I5-4570T - RAM 8GO , HDD 500GO ( Remis à Neuf )",799.00 Dhs,,Jumia.ma,Desktops,2025-02-05 10:10:02,Aucune,
Adaptateur 8en1 Type-C Vers PD HDTV HDMI 4K RJ45 USB 3.0/3.1 Carte SD/TF MacBook,175.30 Dhs,,Jumia.ma,HDMI-to-VGA Adapters,2025-02-05 10:10:02,Aucune,
"SODO Casque Bluetooth 1008  V5.0 sans fil,400 mAh 8 heures d'Appels et de Musique",118.00 Dhs,,Jumia.ma,Computer Headsets,2025-02-05 10:10:02,Aucune,
Orico Original Pochette de protection disque dur externe haute qualité,69.00 Dhs,,Jumia.ma,Hard Drive Bags & Cases,2025-02-05 10:10:02,Aucune,
Onikuma CW905 Souris de jeu a fil gaming Pro RGB LED 6400 Dpi,109.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
"Canon PG-445 EMB - Cartouche d'Encre, Produit Original - Noir/Black",215.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:02,Aucune,
"Polytoner Toner 44A / CF244A Compatible avec les imprimantes laser HP LaserJet Pro M15, M15a, M15w, M16, M16a, M16w, M17, M17a, M17w, MFP M28, MFP M28a, MFP M28w, MFP M29, MFP M29a, MFP M29w.",149.00 Dhs,,Jumia.ma,Laser Printer Drums & Toner,2025-02-05 10:10:02,Aucune,
Adaptateur VGA to HDMI Full HD - Convertisseur VGA vers HDMI,51.85 Dhs,,Jumia.ma,HDMI-to-VGA Adapters,2025-02-05 10:10:02,Aucune,
Jedel Souris de jeu USB filaire d'ordinateur GM806 avec rétro-éclairage RGB 4000 Dpi Programmable,95.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
"Casque de Gaming pour PS4 PS5 PC, écouteurs filaires avec micro stéréo",69.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:02,Aucune,
Epson EcoTank L3250 Imprimante WiFi à réservoirs rechargeables - Remplace L3150,"1,799.00 Dhs",,Jumia.ma,Inkjet Printers,2025-02-05 10:10:02,Aucune,
"WD Disque Dur Interne 500GB / 500GO Western Digital SATA HDD 3.5""",199.00 Dhs,,Jumia.ma,Internal Hard Drives,2025-02-05 10:10:02,Aucune,
Hp Prodesk 280 G1 MT Intel Core i5-4590s I 8Gb Ram I 500Gb HDD I Remis à Neuf,850.00 Dhs,,Jumia.ma,Desktops,2025-02-05 10:10:02,Aucune,
"Haoxiang backpack ordinateur, business loisirs, voyage, cartable étudiant avec port USB",177.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:02,Aucune,
Sandisk 128GB Ultra Dual Drive Go USB Type-C Flash Drive - SDDDC3,189.00 Dhs,,Jumia.ma,USB Flash Drives,2025-02-05 10:10:02,Aucune,
"Adaptateur multi-répartiteur USB C, HUB 3.0, Type C 3.1, 4 ports",79.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:10:02,Aucune,
"2 antennes SMA mâle 5 dbi pour 4G LTE routeur, tous les reseaux inwi,orange,iam",56.00 Dhs,,Jumia.ma,Network Antennas,2025-02-05 10:10:02,Aucune,
Aoc Ecran Gaming C27G2X Moniteur de jeu incurvé de 27 pouce de 165 Hz,"2,590.00 Dhs",,Jumia.ma,Non spécifiée,2025-02-05 10:10:02,Aucune,
"Adaptateur USB Type-C 7-in-1, avec 5 USB Ports, 2 Type-C, USB 3.0 USB 2.0",127.00 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:10:02,Aucune,
Lenovo ThinkVision T24i -10 -Moniteur FHD 24 pouces -frameless -Remis a neuf,"1,249.00 Dhs",,Jumia.ma,Non spécifiée,2025-02-05 10:10:02,Aucune,
Canon Pack Bouteilles d'encre GI-490 pour les imprimantes G sèries,479.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:02,Aucune,
All In 1 HDD Docking Station Double 2.5 3.5 IDE SATA Boîte DISQUE DUR Externe USB2.0 Hubs Lecteur de Carte Externe du Boîtier,245.00 Dhs,,Jumia.ma,Hard Drive Enclosures,2025-02-05 10:10:06,Aucune,
"Imice Souris Gaming Optique 8 Boutons LED 7200 DPI avec Câble USB 1,8 m pour PC - Noir",88.00 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:06,Aucune,
Table PC Portable Pliable Reglable + Support souris - Lit Livre Petit Déjeuner,169.00 Dhs,,Jumia.ma,Lapdesks,2025-02-05 10:10:06,Aucune,
Sacoche ordinateur Case Cover sac Pour PC portable 13 pouces pochet,85.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:06,Aucune,
"Lenovo Sacoche T210 pour ordinateurs portables 15,6""",164.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:06,Aucune,
Adaptateur carte Micro SD SD2VITA PS Vita 1000/2000 Henkaku 3.60,68.50 Dhs,,Jumia.ma,Memory Card Adapters,2025-02-05 10:10:06,Aucune,
DELL Pc i7 4éme 16 Go RAM- 256Go SSD - OPTIPLEX 9020sff -remis à neuf,"1,790.00 Dhs",,Jumia.ma,Desktops,2025-02-05 10:10:06,Aucune,
"Tapis de Souris Pour PC Bureau, PC Portable",22.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:06,Aucune,
"Souris sans fil, Bluetooth 5.2 Rechargeable et silencieuse Double mode",89.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:10:06,Aucune,
Asus X509J - i3-1005G1 - 4 Go RAM - 1 To HDD - Azerty,"3,490.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:10:06,Aucune,
Gx Tapis de souris clavier Gamer,59.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:06,Aucune,
Samsung Original RAM 4GB DDR3L 1600MHz pour pc portable - mémoire vive (4Go) 12800S,119.00 Dhs,,Jumia.ma,Memory,2025-02-05 10:10:06,Aucune,
"Lenovo 15"" - THINKPAD T540P - 8Go Ram  - 500 SSD - Windows - Noir - Clavier Azerty","1,999.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:10:06,Aucune,
"Phomemo M110 Imprimante d'étiquettes Bluetooth thermique Etiqueteuse Compatible avec Android, iOS + Rouleau",635.00 Dhs,,Jumia.ma,Label Printers,2025-02-05 10:10:06,Aucune,
"Sac pour pc portable, mallette pour pc, cartable, sacoche - 14 POUCES",99.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:06,Aucune,
Razer Souris DeathAdder Essential,377.40 Dhs,,Jumia.ma,PC Game Hardware,2025-02-05 10:10:06,Aucune,
Hp 4 bouteilles d'encre à haut rendement générique équivalent au modèle HP,145.00 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:06,Aucune,
"Jedel Haut Parleur Gamer RGB, Baffes Haut-Parleurs Gaming USB Pour PC Portable Ordinateur",125.00 Dhs,,Jumia.ma,Computer Speakers,2025-02-05 10:10:06,Aucune,
"Bras Support 2 écran LCD PC Ordinateur, 2 Moniteur écran LCD Bureau TV",655.00 Dhs,,Jumia.ma,Non spécifiée,2025-02-05 10:10:06,Aucune,
Sac pc portable mallette portable cartable sacoche 14inch,99.00 Dhs,,Jumia.ma,"Bags, Cases & Sleeves",2025-02-05 10:10:06,Aucune,
Chargeur Pc Portable ASUS 19V 2.37A,199.00 Dhs,,Jumia.ma,Chargers & Adapters,2025-02-05 10:10:06,Aucune,
"Lenovo PC Portable ThinkPad L460 - 14"" - Intel Core i5 6ème Génération - 16GB RAM + 512GB SSD - Windows - Remis à neuf","3,999.00 Dhs",,Jumia.ma,Laptops,2025-02-05 10:10:06,Aucune,
Câble 1.5 mètres Pour imprimante Usb A - B Mâle Mâle // Printer Scanner Câble,25.00 Dhs,,Jumia.ma,USB Cables,2025-02-05 10:10:06,Aucune,
Hp Imprimante LASER MFP 137FNW PRINTER  Fax / photocopieur / imprimante / scanner,"2,800.00 Dhs",,Jumia.ma,Multi-Function Printers,2025-02-05 10:10:06,Aucune,
Hp Imprimante laser monochrome M111w - Wi-Fi - Blanc,"1,649.00 Dhs",,Jumia.ma,Laser Printers,2025-02-05 10:10:06,Aucune,
Adaptateur DisplayPort vers HDMI 4K + Sticker Choose,59.00 Dhs,,Jumia.ma,DVI-HDMI Adapters,2025-02-05 10:10:06,Aucune,
Logitech M171 Wireless Mouse - BLUE-K -2.4GHZ - EMEA,99.00 Dhs,,Jumia.ma,Mice,2025-02-05 10:10:06,Aucune,
"Logitech G240 Cloth Tapis de souris de jeu, Optimisé pour les capteurs, Friction modérée,Tapis de souris antidérapant, Accessoires de jeu Mac et PC, 340 x 280 x 1 mm",190.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:06,Aucune,
Hp DeskTop - Core I5-4590 ( 3.3 Ghz ) 8GB / Clavier et Souris / 500GB / Remis à neuf,999.00 Dhs,,Jumia.ma,Desktops,2025-02-05 10:10:06,Aucune,
Hp Imprimante Wi-Fi tout-en-un  - DeskJet 2710 + Cable USB 2.0,569.00 Dhs,,Jumia.ma,Inkjet Printers,2025-02-05 10:10:06,Aucune,
2 antenne SMA mâle 5 dbi pour 4G LTE routeur orange et inwi,56.00 Dhs,,Jumia.ma,Network Antennas,2025-02-05 10:10:06,Aucune,
Hp CARTOUCHE 305 NOIR,178.50 Dhs,,Jumia.ma,Inkjet Printer Ink,2025-02-05 10:10:06,Aucune,
Hy510 Pâte thermique de refroidissement HY510,25.00 Dhs,,Jumia.ma,Fans & Cooling,2025-02-05 10:10:06,Aucune,
"chargeur type c compatible 20V 2,25 a 65W avec pc Lenovo Acer ASUS Dell HP LG gram Microsoft",170.00 Dhs,,Jumia.ma,Chargers & Adapters,2025-02-05 10:10:06,Aucune,
"Adaptateur de câble OTG USB 3.0 Type C ,convertisseur  souris clavier disque USB",25.40 Dhs,,Jumia.ma,USB-to-USB Adapters,2025-02-05 10:10:06,Aucune,
"Grand tapis de souris de jeu ROG flame tapis de clavier, tapis de bureau Gamer, bureau",89.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:06,Aucune,
Câble Réseau Ethernet RJ45 CAT6 30 Mètre haut débit qualité Pro By Electro World,119.99 Dhs,,Jumia.ma,Ethernet Cables,2025-02-05 10:10:06,Aucune,
Tapis de souris 4XL haute qualité pour PC bureau ROG JOINT+Eraser Cleaner+Sticker,69.00 Dhs,,Jumia.ma,Keyboard & Mice Accessories,2025-02-05 10:10:06,Aucune,
Lenovo Chargeur 20V 2.25A 45W,249.00 Dhs,,Jumia.ma,Chargers & Adapters,2025-02-05 10:10:06,Aucune,
Laptop stand Support ordinateur portable en alliage d'aluminium réglable,63.99 Dhs,,Jumia.ma,Lapdesks,2025-02-05 10:10:06,Aucune,
HP EliteBook 840 G8 i5-1135G7/16 GB/256GB...,"4 390,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables/9012-hp-elitebook-840-g8-i5-1135g7-16-gb-256gb-ssd-14.html
HP EliteBook x360 830 G7...,"3 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-1 000,00 MAD",https://www.ultrapc.ma/pc-portables-multimedia/9167-hp-elitebook-x360-830-g7-i5-10210u-16gb-256gb-ssd-133.html
Gigabyte G6 KF-H3EE854KD i7 13620H/16GB...,"14 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/8974-gigabyte-g6-kf-h3ee854kd-i7-13620h-16gb-ddr5-1tb-ssd-rtx4060-8gb-16-165hz.html
HP EliteBook 840 G6 i5-8365U/16GB/256GB SSD,"3 099,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-200,00 MAD",https://www.ultrapc.ma/pc-portables-multimedia/9139-hp-elitebook-840-g6-i5-8365u-16gb-256gb-ssd.html
"Nouvel Arrivage
Aorus 15 BKG-13FR794CD Ultra7 155H/16GB...","16 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9308-aorus-15-bkg-13fr794cd-ultra7-155h-16gb-ddr5-1tb-ssd-rtx4060-8gb-156-165hz.html
"Asus Rog SAC À DOS 17"" Noir","239,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-150,00 MAD",https://www.ultrapc.ma/sac-sacoche-housse/9190-asus-rog-sac-a-dos-17-noir.html
MSI THIN 15 B12UCX-1682XES i5-12450H/16GB...,"8 499,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9226-msi-thin-15-b12ucx-1682xes-i5-12450h-16gb-ddr4-512gb-ssd-rtx2050-156-144hz.html
MSI THIN B13VE-2473XMA i7 13620H/16GB...,"12 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-1 000,00 MAD",https://www.ultrapc.ma/pc-portables-gamer/8798-msi-thin-b13ve-2473xma-i7-13620h-16gb-ddr4-512gb-rtx4050-6gb-156-144hz.html
